Country,Region,Test,Round,Year,Subject,Mean,StDev,Per5,Per10,Per25,Per75,Per90,Per95,Mean-M,Mean-F,Con-Num,Con-Alg,Con-Meas,Con-Geom,Con-Data,Con-Num-F,Con-Num-M,Con-Alg-F,Con-Alg-M,Con-Meas-F,Con-Meas-M,Con-Geom-F,Con-Geom-M,Con-Data-F,Con-Data-M,Con-SS,Con-SS-M,Con-SS-F,Con-CR,Con-CR-M,Con-CR-F,Con-Quant,Con-Quant-M,Con-Quant-F,Con-Un,Con-Un-M,Con-Un-F
Malaysia,Eastern,TIMSS,1,2003,Math,508,74,388,NA,455,562,NA,630,505,512,524,495,504,495,505,529,519,501,488,505,503,494,495,507,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova, Rep. of",Western,TIMSS,1,2003,Math,460,81,321,NA,405,518,NA,585,455,465,463,464,468,463,428,468,457,473,455,468,468,467,458,431,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,Western,TIMSS,1,2003,Math,387,68,275,NA,340,434,NA,497,393,381,384,400,376,415,374,377,394,400,402,369,385,408,423,364,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Western,TIMSS,1,2003,Math,536,69,417,NA,488,587,NA,644,540,533,539,514,549,513,560,534,544,515,513,542,555,512,514,556,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Western,TIMSS,1,2003,Math,494,78,364,NA,441,548,NA,623,493,495,481,490,500,488,526,480,483,494,485,498,503,490,486,530,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,Western,TIMSS,1,2003,Math,461,71,340,NA,414,511,NA,573,460,463,456,428,481,461,498,457,455,432,424,479,483,463,459,500,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palestinian Nat'l Auth.,Western,TIMSS,1,2003,Math,390,92,241,NA,326,455,NA,542,386,394,385,392,386,423,390,387,383,404,378,380,392,426,419,397,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Eastern,TIMSS,1,2003,Math,378,87,241,NA,316,437,NA,527,370,383,393,400,372,344,390,401,384,408,390,373,370,344,346,395,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,Eastern,TIMSS,1,2003,Math,475,90,321,NA,413,540,NA,619,473,477,474,480,485,476,445,477,472,487,473,484,487,474,479,445,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russian Federation,Eastern,TIMSS,1,2003,Math,508,77,381,NA,456,561,NA,632,507,510,505,516,507,515,484,506,504,522,510,505,510,517,513,483,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,Western,TIMSS,1,2003,Math,332,78,204,NA,279,38,NA,46,336,326,307,331,338,382,339,293,318,333,329,326,347,381,382,345,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotland,Western,TIMSS,1,2003,Math,498,75,368,NA,449,550,NA,615,495,500,484,488,508,491,531,486,482,493,484,508,508,493,488,533,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serbia,Eastern,TIMSS,1,2003,Math,477,89,326,NA,417,540,NA,618,473,480,477,488,475,471,456,480,475,496,480,474,476,475,467,454,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,Eastern,TIMSS,1,2003,Math,605,80,455,NA,556,662,NA,723,601,611,618,590,611,580,579,623,612,597,583,613,608,584,575,581,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovak Republic,Eastern,TIMSS,1,2003,Math,508,82,371,NA,453,564,NA,642,508,508,514,505,508,501,495,514,514,510,500,504,511,497,505,488,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,Eastern,TIMSS,1,2003,Math,493,71,375,NA,445,542,NA,610,491,495,498,487,496,483,494,499,498,494,479,493,499,486,480,495,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,Western,TIMSS,1,2003,Math,264,107,117,NA,191,316,NA,484,264,262,274,275,298,247,296,273,274,273,275,296,301,246,245,297,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,Western,TIMSS,1,2003,Math,499,71,378,NA,452,548,NA,614,499,499,496,480,512,467,539,495,497,482,478,509,515,469,465,540,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Western,TIMSS,1,2003,Math,410,60,316,NA,368,450,NA,515,423,399,419,405,407,427,387,408,432,398,412,394,421,419,437,373,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,Western,TIMSS,1,2003,Math,504,80,369,NA,450,560,NA,635,507,502,508,510,495,472,527,504,512,510,509,489,501,469,475,526,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,Eastern,TIMSS,1,2003,Science,461,81,324,NA,407,520,NA,589,455,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,Western,TIMSS,1,2003,Science,527,75,397,NA,478,580,NA,644,537,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahrain,Western,TIMSS,1,2003,Science,438,74,311,NA,389,491,NA,556,423,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,Western,TIMSS,1,2003,Science,516,67,394,NA,477,562,NA,613,528,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botswana,Western,TIMSS,1,2003,Science,365,86,220,NA,306,425,NA,503,366,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,Eastern,TIMSS,1,2003,Science,479,93,310,NA,421,54,NA,61,487,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,Western,TIMSS,1,2003,Science,413,84,275,NA,355,471,NA,550,427,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
